created_on,source,industry,Product
8/5/2017,Paid,Retail/Entertainment,GTXPlusPro
8/5/2017,Referral,Telecom,GTK500U
8/5/2017,Email,Finance,GTXPlusPro
8/5/2017,Paid,Telecom,GTXPro
8/5/2017,Email,Telecom,GTK500U
8/5/2017,Referral,Finance,GTXBasic
8/5/2017,Email,Telecom,GTXPlusPro
8/5/2017,Paid,Telecom,MGRPFU
8/5/2017,Direct,Education,GTXAdvanced
8/5/2017,Paid,Telecom,GTXPlusPro
8/5/2017,Paid,Finance,MGRPFU
8/5/2017,Referral,Finance,GTK500U
8/5/2017,Referral,SaaS,GTXBasic
8/5/2017,Organic,SaaS,GTXBasic
8/5/2017,Paid,Telecom,GTK500U
8/5/2017,Referral,Finance,GTXPro
8/5/2017,Referral,Telecom,GTK500U
8/5/2017,Paid,Finance,GTXPlusBasic
8/5/2017,Email,Finance,GTXAdvanced
8/5/2017,Paid,Finance,GTXPro
8/5/2017,Email,Health Care,GTK500U
8/5/2017,Social,Finance,GTXPlusPro
8/5/2017,Email,Finance,MGRPFS
8/5/2017,Direct,Finance,GTXPro
8/5/2017,Referral,Health Care,GTK500U
8/5/2017,Referral,Telecom,GTXBasic
8/5/2017,Social,Telecom,GTXPlusBasic
8/5/2017,Referral,Retail/Entertainment,GTK500U
8/5/2017,Referral,IT,MGRPFS
8/5/2017,Social,IT,MGRPFU
8/5/2017,Paid,Telecom,GTK500U
8/5/2017,Paid,Telecom,GTXPlusBasic
8/5/2017,Referral,Telecom,GTXAdvanced
8/5/2017,Paid,Telecom,GTXPlusBasic
8/5/2017,Paid,Finance,GTXPlusBasic
8/5/2017,Paid,Telecom,GTXAdvanced
8/5/2017,Paid,Finance,GTXBasic
8/5/2017,Paid,Telecom,GTK500U
8/5/2017,Referral,Telecom,GTXPlusPro
8/5/2017,Paid,Finance,GTK500U
8/5/2017,Email,Education,MGRPFU
8/5/2017,Paid,Finance,MGRPFU
8/5/2017,Organic,Education,MGRPFU
8/5/2017,Paid,Health Care,MGRPFS
8/5/2017,Social,Finance,GTXPlusPro
8/5/2017,Paid,Telecom,GTXAdvanced
8/5/2017,Paid,Telecom,GTXBasic
8/5/2017,Social,Education,GTK500U
8/5/2017,Referral,Finance,MGRPFU
8/5/2017,Paid,Telecom,GTK500U
8/5/2017,Paid,Finance,MGRPFU
8/5/2017,Direct,SaaS,GTXBasic
8/5/2017,Paid,Telecom,GTK500U
8/5/2017,Referral,Telecom,MGRPFU
8/5/2017,Paid,Telecom,MGRPFU
8/5/2017,Referral,Finance,GTXAdvanced
8/5/2017,Social,Finance,GTXBasic
8/5/2017,Social,Health Care,MGRPFU
8/5/2017,Social,Retail/Entertainment,GTXBasic
8/5/2017,Direct,SaaS,GTXPlusPro
8/5/2017,Referral,Finance,GTXBasic
8/5/2017,Organic,Finance,GTXBasic
8/5/2017,Paid,Telecom,GTXPlusPro
8/5/2017,Email,Finance,GTXPro
8/5/2017,Paid,Finance,GTXAdvanced
8/5/2017,Referral,Finance,GTXPlusPro
8/5/2017,Email,Telecom,GTXPlusBasic
8/5/2017,Paid,Telecom,GTXPlusBasic
8/5/2017,Paid,Telecom,GTXAdvanced
8/5/2017,Email,Finance,GTXPlusPro
8/5/2017,Paid,Telecom,GTXBasic
8/5/2017,Email,Finance,GTXBasic
8/5/2017,Email,Finance,GTK500U
8/5/2017,Organic,Health Care,GTXPro
8/5/2017,Referral,Finance,MGRPFS
8/5/2017,Paid,Telecom,GTXAdvanced
8/5/2017,Referral,Finance,GTXPro
8/5/2017,Paid,IT,GTXBasic
8/5/2017,Email,Education,MGRPFS
8/5/2017,Social,Retail/Entertainment,GTXPlusPro
8/5/2017,Paid,IT,GTK500U
8/5/2017,Email,Telecom,MGRPFS
8/5/2017,Paid,Telecom,GTXAdvanced
8/5/2017,Email,Finance,GTXAdvanced
8/5/2017,Email,Finance,MGRPFS
8/5/2017,Paid,Telecom,GTXBasic
8/6/2017,Email,Telecom,GTXAdvanced
8/6/2017,Paid,Finance,MGRPFU
8/6/2017,Email,Finance,GTXBasic
8/6/2017,Paid,Finance,MGRPFU
8/6/2017,Paid,Telecom,GTXAdvanced
8/6/2017,Organic,Retail/Entertainment,GTXBasic
8/6/2017,Email,Finance,GTXPlusPro
8/6/2017,Paid,Telecom,GTXPlusBasic
8/6/2017,Paid,Telecom,GTXPlusBasic
8/6/2017,Referral,Telecom,MGRPFS
8/6/2017,Paid,Telecom,GTK500U
8/6/2017,Email,Telecom,GTXPlusPro
8/6/2017,Referral,SaaS,GTXAdvanced
8/6/2017,Email,Finance,GTXPlusPro
8/6/2017,Paid,Finance,GTK500U
8/6/2017,Referral,Finance,GTK500U
8/6/2017,Direct,IT,MGRPFU
8/6/2017,Email,Finance,GTK500U
8/6/2017,Email,Telecom,GTXPlusPro
8/6/2017,Email,IT,MGRPFU
8/6/2017,Direct,SaaS,GTXPlusBasic
8/6/2017,Referral,Telecom,GTXAdvanced
8/6/2017,Referral,Finance,GTK500U
8/6/2017,Paid,Finance,GTXPlusBasic
8/6/2017,Email,Finance,GTXPro
8/6/2017,Email,Retail/Entertainment,GTXPlusBasic
8/6/2017,Email,Finance,GTXPlusBasic
8/6/2017,Paid,Finance,GTXPlusPro
8/6/2017,Referral,Telecom,MGRPFU
8/6/2017,Referral,Finance,GTXPlusBasic
8/6/2017,Paid,Finance,GTXPro
8/6/2017,Email,Telecom,MGRPFU
8/6/2017,Referral,Finance,GTK500U
8/6/2017,Email,Finance,GTXPlusPro
8/6/2017,Email,Finance,MGRPFS
8/6/2017,Email,Finance,GTXPro
8/6/2017,Paid,Education,MGRPFS
8/6/2017,Email,Telecom,GTXBasic
8/6/2017,Referral,Telecom,GTXPro
8/6/2017,Email,Telecom,GTXPro
8/6/2017,Social,Finance,GTXPlusBasic
8/6/2017,Organic,Telecom,MGRPFS
8/6/2017,Referral,Telecom,GTXPlusBasic
8/6/2017,Paid,Telecom,GTXPlusBasic
8/6/2017,Email,Finance,GTXAdvanced
8/6/2017,Email,Health Care,GTXPlusPro
8/6/2017,Paid,Telecom,GTXPro
8/6/2017,Referral,Finance,GTXPro
8/6/2017,Referral,Telecom,MGRPFU
8/6/2017,Organic,IT,MGRPFS
8/6/2017,Paid,Telecom,MGRPFU
8/6/2017,Referral,Health Care,GTXPro
8/6/2017,Referral,Retail/Entertainment,GTXPro
8/6/2017,Referral,Telecom,GTXPlusPro
8/6/2017,Organic,Finance,GTXBasic
8/6/2017,Paid,Retail/Entertainment,GTXPlusPro
8/6/2017,Paid,Health Care,MGRPFS
8/6/2017,Paid,Retail/Entertainment,MGRPFS
8/6/2017,Social,Health Care,MGRPFU
8/6/2017,Paid,Finance,GTXPro
8/6/2017,Email,Finance,GTXPro
8/6/2017,Referral,IT,GTXPlusPro
8/6/2017,Referral,Finance,GTK500U
8/6/2017,Paid,Telecom,MGRPFU
8/6/2017,Email,Telecom,GTXPlusBasic
8/6/2017,Email,Telecom,MGRPFS
8/6/2017,Organic,SaaS,GTK500U
8/6/2017,Paid,Finance,MGRPFS
8/6/2017,Referral,Finance,MGRPFS
8/6/2017,Paid,Education,GTXPro
8/6/2017,Referral,Telecom,MGRPFU
8/6/2017,Referral,Finance,GTXPro
8/6/2017,Paid,Telecom,MGRPFU
8/6/2017,Referral,Telecom,MGRPFU
8/6/2017,Referral,Finance,MGRPFU
8/6/2017,Referral,Telecom,GTXPro
8/6/2017,Referral,Telecom,GTXBasic
8/6/2017,Direct,Finance,GTXPlusPro
8/6/2017,Referral,Finance,GTK500U
8/6/2017,Social,Telecom,GTXAdvanced
8/6/2017,Direct,IT,GTXPlusBasic
8/6/2017,Email,Telecom,GTXPro
8/6/2017,Referral,Telecom,GTXPlusPro
8/6/2017,Referral,Finance,GTXAdvanced
8/6/2017,Paid,Finance,GTXBasic
8/6/2017,Organic,Retail/Entertainment,GTXPlusBasic
8/6/2017,Paid,Finance,GTK500U
8/6/2017,Email,Retail/Entertainment,GTXBasic
8/6/2017,Email,Telecom,GTXPlusPro
8/6/2017,Paid,Finance,MGRPFU
8/6/2017,Paid,Telecom,MGRPFS
8/6/2017,Referral,Finance,GTK500U
8/6/2017,Paid,Telecom,GTXAdvanced
8/6/2017,Referral,Finance,MGRPFU
8/6/2017,Referral,IT,GTXPlusBasic
8/6/2017,Referral,Finance,MGRPFS
8/6/2017,Paid,Telecom,GTXAdvanced
8/6/2017,Referral,Finance,GTK500U
8/6/2017,Email,Finance,MGRPFU
8/6/2017,Email,Telecom,GTK500U
8/6/2017,Email,Finance,GTXPlusBasic
8/6/2017,Referral,Telecom,MGRPFS
8/6/2017,Referral,Finance,GTXPlusPro
8/6/2017,Paid,Finance,GTXPro
8/6/2017,Organic,SaaS,GTXPlusBasic
8/6/2017,Social,Telecom,GTXPro
8/6/2017,Referral,Telecom,GTXAdvanced
8/6/2017,Referral,Finance,GTK500U
8/6/2017,Paid,Telecom,GTXPlusPro
8/6/2017,Paid,Finance,GTXPlusPro
8/6/2017,Paid,Telecom,MGRPFS
8/6/2017,Paid,Finance,MGRPFS
8/6/2017,Paid,Health Care,GTXAdvanced
8/6/2017,Direct,Retail/Entertainment,GTXPlusBasic
8/6/2017,Email,Telecom,GTXPlusBasic
8/6/2017,Paid,Telecom,GTXBasic
8/6/2017,Referral,Telecom,MGRPFU
8/6/2017,Referral,Finance,GTXPro
8/6/2017,Paid,Finance,MGRPFS
8/6/2017,Email,Telecom,GTXBasic
8/6/2017,Paid,Telecom,GTK500U
8/6/2017,Referral,Finance,GTXBasic
8/6/2017,Referral,Telecom,MGRPFU
8/6/2017,Paid,Finance,GTXBasic
8/6/2017,Email,Telecom,GTXPlusPro
8/6/2017,Email,Finance,GTXAdvanced
8/6/2017,Paid,Telecom,GTXAdvanced
8/6/2017,Paid,Finance,GTXPro
8/6/2017,Email,Telecom,GTXPlusBasic
8/6/2017,Paid,IT,GTXAdvanced
8/6/2017,Organic,SaaS,MGRPFS
8/6/2017,Paid,Retail/Entertainment,GTXPro
8/6/2017,Social,Health Care,GTXBasic
8/6/2017,Referral,Finance,GTK500U
8/6/2017,Email,Telecom,GTXPlusPro
8/6/2017,Organic,IT,GTXBasic
8/6/2017,Paid,Telecom,GTXPro
8/6/2017,Referral,Retail/Entertainment,MGRPFS
8/6/2017,Paid,Telecom,GTXPlusPro
8/6/2017,Paid,Finance,MGRPFU
8/6/2017,Email,Finance,GTK500U
8/6/2017,Paid,Telecom,GTXPlusBasic
8/6/2017,Email,Finance,GTXAdvanced
8/6/2017,Paid,Finance,GTXBasic
8/6/2017,Email,Finance,GTK500U
8/6/2017,Paid,Finance,GTK500U
8/6/2017,Email,Finance,GTK500U
8/6/2017,Paid,Telecom,GTXPlusPro
8/6/2017,Referral,Finance,GTXPlusPro
8/6/2017,Direct,Retail/Entertainment,GTXPro
8/6/2017,Referral,Telecom,GTXPro
8/6/2017,Paid,Telecom,GTXPlusBasic
8/6/2017,Paid,Finance,GTK500U
8/6/2017,Referral,Telecom,MGRPFU
8/6/2017,Referral,Finance,GTXPlusBasic
8/6/2017,Paid,Finance,MGRPFU
8/6/2017,Paid,Finance,GTK500U
8/6/2017,Referral,Finance,GTXPlusBasic
8/6/2017,Social,SaaS,GTXPro
8/6/2017,Direct,Health Care,GTXPlusBasic
8/6/2017,Email,Telecom,MGRPFS
8/6/2017,Email,Finance,MGRPFS
8/6/2017,Email,Finance,GTXPro
8/6/2017,Direct,Telecom,MGRPFU
8/6/2017,Organic,Retail/Entertainment,GTK500U
8/6/2017,Email,SaaS,GTXPlusBasic
8/6/2017,Paid,Finance,GTXAdvanced
8/6/2017,Email,IT,GTXBasic
8/6/2017,Paid,Telecom,GTXPlusBasic
8/6/2017,Email,Telecom,GTXBasic
8/7/2017,Paid,Telecom,MGRPFS
8/7/2017,Direct,Retail/Entertainment,GTXBasic
8/7/2017,Paid,Telecom,GTK500U
8/7/2017,Paid,Telecom,GTK500U
8/7/2017,Paid,Telecom,GTXBasic
8/7/2017,Referral,Finance,GTXBasic
8/7/2017,Paid,Telecom,GTXPro
8/7/2017,Email,Telecom,MGRPFS
8/7/2017,Paid,Finance,GTXPlusPro
8/7/2017,Email,Telecom,GTXPro
8/7/2017,Email,Finance,GTK500U
8/7/2017,Social,Telecom,GTXPro
8/7/2017,Email,Retail/Entertainment,GTXAdvanced
8/7/2017,Paid,Finance,GTXAdvanced
8/7/2017,Paid,Telecom,GTXBasic
8/7/2017,Paid,Finance,GTXAdvanced
8/7/2017,Paid,Telecom,GTK500U
8/7/2017,Direct,IT,GTXPlusBasic
8/7/2017,Organic,Education,GTXAdvanced
8/7/2017,Direct,Telecom,MGRPFS
8/7/2017,Social,Retail/Entertainment,GTXPro
8/7/2017,Referral,Telecom,GTK500U
8/7/2017,Referral,Finance,GTXPlusPro
8/7/2017,Referral,Finance,MGRPFU
8/7/2017,Paid,Finance,GTXPlusBasic
8/7/2017,Email,Finance,GTK500U
8/7/2017,Paid,Telecom,GTXPlusPro
8/7/2017,Referral,Finance,MGRPFU
8/7/2017,Organic,SaaS,GTXBasic
8/7/2017,Paid,Telecom,GTK500U
8/7/2017,Email,Telecom,GTK500U
8/7/2017,Direct,IT,GTK500U
8/7/2017,Direct,Education,GTXBasic
8/7/2017,Email,Telecom,GTXPro
8/7/2017,Referral,IT,GTXAdvanced
8/7/2017,Paid,Finance,GTXPro
8/7/2017,Email,Telecom,GTK500U
8/7/2017,Paid,Telecom,GTXPro
8/7/2017,Social,Retail/Entertainment,MGRPFU
8/7/2017,Referral,Finance,GTXPlusPro
8/7/2017,Paid,Finance,GTXBasic
8/7/2017,Email,Telecom,GTXAdvanced
8/7/2017,Paid,Telecom,MGRPFS
8/7/2017,Referral,Finance,MGRPFS
8/7/2017,Referral,Finance,GTK500U
8/7/2017,Email,Retail/Entertainment,GTXAdvanced
8/7/2017,Email,Finance,GTXAdvanced
8/7/2017,Referral,Finance,GTXBasic
8/7/2017,Organic,IT,GTXBasic
8/7/2017,Email,Retail/Entertainment,GTXPlusBasic
8/7/2017,Referral,Finance,MGRPFU
8/7/2017,Email,IT,GTXPlusBasic
8/7/2017,Referral,Telecom,MGRPFU
8/7/2017,Email,Finance,GTXAdvanced
8/7/2017,Direct,Retail/Entertainment,GTXPlusPro
8/7/2017,Referral,Finance,GTK500U
8/7/2017,Email,Telecom,GTXPlusPro
8/7/2017,Paid,Finance,MGRPFU
8/7/2017,Organic,SaaS,GTK500U
8/7/2017,Paid,Telecom,MGRPFS
8/7/2017,Referral,Telecom,GTXPro
8/7/2017,Referral,Finance,GTXBasic
8/7/2017,Email,Finance,GTK500U
8/7/2017,Email,Telecom,GTXAdvanced
8/7/2017,Direct,Telecom,MGRPFU
8/7/2017,Paid,Finance,GTXPro
8/7/2017,Email,Retail/Entertainment,GTXAdvanced
8/7/2017,Direct,Retail/Entertainment,MGRPFS
8/7/2017,Referral,Telecom,MGRPFU
8/7/2017,Referral,Telecom,GTK500U
8/7/2017,Paid,SaaS,GTXPlusPro
8/7/2017,Social,Finance,GTXBasic
8/7/2017,Email,Finance,GTXPro
8/7/2017,Paid,Telecom,GTXPro
8/7/2017,Paid,Finance,MGRPFU
8/7/2017,Paid,Finance,GTK500U
8/7/2017,Direct,Telecom,GTXPlusPro
8/7/2017,Paid,Finance,GTK500U
8/7/2017,Paid,Health Care,GTXPlusPro
8/7/2017,Paid,Finance,GTK500U
8/7/2017,Email,Telecom,GTK500U
8/7/2017,Social,Telecom,MGRPFU
8/7/2017,Referral,Telecom,GTK500U
8/7/2017,Paid,Telecom,GTXAdvanced
8/7/2017,Email,Finance,GTXPlusBasic
8/7/2017,Paid,Telecom,GTXPlusPro
8/7/2017,Email,Telecom,MGRPFU
8/7/2017,Email,Finance,GTK500U
8/7/2017,Organic,Health Care,GTXAdvanced
8/7/2017,Email,Finance,MGRPFU
8/7/2017,Paid,Telecom,GTXAdvanced
8/7/2017,Paid,Telecom,GTXBasic
8/7/2017,Email,Finance,GTXPlusPro
8/7/2017,Email,Retail/Entertainment,GTK500U
8/7/2017,Direct,Retail/Entertainment,GTXBasic
8/7/2017,Paid,Telecom,GTXPlusBasic
8/7/2017,Social,Retail/Entertainment,GTXPro
8/7/2017,Social,Telecom,GTXPlusBasic
8/7/2017,Organic,SaaS,GTXBasic
8/7/2017,Referral,SaaS,GTXPro
8/7/2017,Referral,Finance,GTXPlusBasic
8/7/2017,Referral,Finance,GTK500U
8/7/2017,Paid,Finance,MGRPFU
8/7/2017,Paid,Telecom,MGRPFS
8/7/2017,Paid,Finance,MGRPFU
8/7/2017,Referral,Telecom,GTK500U
8/7/2017,Email,Finance,GTXPlusBasic
8/7/2017,Direct,Retail/Entertainment,GTXBasic
8/7/2017,Paid,Telecom,GTK500U
8/7/2017,Direct,IT,GTXAdvanced
8/7/2017,Email,Finance,GTXPlusBasic
8/7/2017,Paid,Finance,MGRPFS
8/7/2017,Paid,Finance,GTXPlusBasic
8/7/2017,Referral,Finance,MGRPFS
8/7/2017,Referral,Telecom,GTXAdvanced
8/7/2017,Referral,Finance,GTXPlusBasic
8/7/2017,Paid,Finance,MGRPFU
8/7/2017,Social,IT,GTXPlusPro
8/7/2017,Email,Finance,GTK500U
8/7/2017,Paid,Finance,GTXPro
8/7/2017,Referral,Finance,GTXPro
8/7/2017,Email,Finance,MGRPFU
8/7/2017,Referral,SaaS,GTXPlusPro
8/7/2017,Email,Telecom,MGRPFU
8/7/2017,Referral,SaaS,GTXPro
8/7/2017,Paid,Finance,GTXAdvanced
8/7/2017,Referral,Telecom,GTXPlusBasic
8/7/2017,Direct,Finance,GTXPlusPro
8/7/2017,Direct,SaaS,GTXAdvanced
8/7/2017,Paid,Finance,MGRPFS
8/7/2017,Email,Telecom,MGRPFS
8/7/2017,Email,Telecom,MGRPFU
8/7/2017,Paid,Telecom,GTXPro
8/7/2017,Paid,Finance,MGRPFS
8/7/2017,Organic,SaaS,MGRPFS
8/7/2017,Email,Telecom,MGRPFU
8/7/2017,Paid,Health Care,GTK500U
8/7/2017,Social,IT,MGRPFU
8/7/2017,Referral,Telecom,GTXPro
8/7/2017,Email,Telecom,GTXAdvanced
8/7/2017,Email,Telecom,GTXPro
8/7/2017,Referral,Finance,GTXAdvanced
8/7/2017,Paid,IT,GTXPlusPro
8/7/2017,Referral,Telecom,GTXPlusBasic
8/7/2017,Referral,Telecom,GTXAdvanced
8/7/2017,Email,Telecom,MGRPFS
8/7/2017,Paid,Finance,GTXBasic
8/7/2017,Paid,Telecom,GTXBasic
8/7/2017,Direct,SaaS,GTXPlusBasic
8/7/2017,Email,Retail/Entertainment,GTXBasic
8/7/2017,Referral,Finance,MGRPFU
8/7/2017,Paid,Telecom,MGRPFS
8/7/2017,Email,Telecom,GTXBasic
8/7/2017,Email,Telecom,GTXBasic
8/7/2017,Paid,Telecom,GTXPlusBasic
8/7/2017,Referral,Finance,GTXPro
8/7/2017,Paid,SaaS,MGRPFS
8/7/2017,Referral,Finance,GTK500U
8/7/2017,Email,Finance,GTXPlusBasic
8/7/2017,Paid,Finance,MGRPFU
8/7/2017,Direct,SaaS,GTXPro
8/7/2017,Referral,Telecom,GTXAdvanced
8/7/2017,Email,Finance,GTXAdvanced
8/7/2017,Paid,IT,GTK500U
8/7/2017,Referral,SaaS,GTXPro
8/7/2017,Paid,Finance,GTXPlusPro
8/7/2017,Paid,Finance,GTXBasic
8/7/2017,Direct,Finance,GTK500U
8/7/2017,Paid,Telecom,GTXPro
8/7/2017,Email,Finance,GTXPlusBasic
8/7/2017,Referral,Telecom,MGRPFU
8/7/2017,Email,Finance,MGRPFS
8/7/2017,Email,Finance,GTXAdvanced
8/7/2017,Referral,IT,GTXPro
8/7/2017,Paid,Telecom,GTXPlusBasic
8/7/2017,Referral,Telecom,GTXPlusPro
8/7/2017,Referral,Finance,GTXPro
8/7/2017,Organic,Education,GTK500U
8/7/2017,Organic,Telecom,GTXPro
8/7/2017,Paid,Telecom,GTK500U
8/7/2017,Paid,Retail/Entertainment,GTXPro
8/7/2017,Paid,Telecom,GTXPro
8/7/2017,Email,Finance,MGRPFU
8/7/2017,Email,Health Care,GTXAdvanced
8/7/2017,Referral,Telecom,GTXPlusPro
8/7/2017,Email,Telecom,GTK500U
8/7/2017,Paid,SaaS,GTXBasic
8/7/2017,Email,Telecom,GTXPlusPro
8/7/2017,Referral,Telecom,GTXPro
8/8/2017,Referral,Telecom,GTXAdvanced
8/8/2017,Paid,Telecom,GTXPlusPro
8/8/2017,Email,Finance,GTK500U
8/8/2017,Paid,Telecom,GTXPlusBasic
8/8/2017,Organic,Telecom,GTXAdvanced
8/8/2017,Referral,Telecom,GTK500U
8/8/2017,Referral,Telecom,MGRPFS
8/8/2017,Social,Telecom,MGRPFS
8/8/2017,Social,Telecom,GTXPlusPro
8/8/2017,Social,Telecom,GTXPlusBasic
8/8/2017,Organic,IT,GTXPlusBasic
8/8/2017,Referral,Finance,GTXBasic
8/8/2017,Referral,Finance,GTXPlusBasic
8/8/2017,Paid,Finance,GTXAdvanced
8/8/2017,Referral,Telecom,GTXPro
8/8/2017,Referral,Finance,GTXAdvanced
8/8/2017,Paid,Telecom,GTXAdvanced
8/8/2017,Paid,Retail/Entertainment,MGRPFU
8/8/2017,Referral,Finance,GTXPro
8/8/2017,Organic,SaaS,MGRPFU
8/8/2017,Paid,Telecom,MGRPFS
8/8/2017,Paid,Telecom,GTK500U
8/8/2017,Paid,Telecom,GTXPlusBasic
8/8/2017,Paid,Telecom,MGRPFU
8/8/2017,Referral,Telecom,GTXPlusBasic
8/8/2017,Referral,Telecom,GTXPro
8/8/2017,Referral,Telecom,GTXPlusBasic
8/8/2017,Referral,Finance,GTXPro
8/8/2017,Paid,Finance,GTXBasic
8/8/2017,Paid,Finance,GTXPlusBasic
8/8/2017,Paid,Telecom,GTXAdvanced
8/8/2017,Referral,Telecom,MGRPFS
8/8/2017,Email,Telecom,GTXPlusPro
8/8/2017,Referral,Telecom,MGRPFS
8/8/2017,Referral,Finance,MGRPFS
8/8/2017,Referral,Finance,MGRPFU
8/8/2017,Paid,Telecom,GTK500U
8/8/2017,Email,Finance,GTXPro
8/8/2017,Email,Telecom,GTK500U
8/8/2017,Paid,Telecom,GTXPro
8/8/2017,Paid,Finance,MGRPFS
8/8/2017,Paid,Telecom,GTXAdvanced
8/8/2017,Direct,SaaS,GTK500U
8/8/2017,Organic,SaaS,GTXPlusPro
8/8/2017,Paid,Telecom,GTXPlusPro
8/8/2017,Social,Telecom,MGRPFU
8/8/2017,Email,Finance,MGRPFS
8/8/2017,Email,Telecom,GTXPro
8/8/2017,Paid,Finance,GTXAdvanced
8/8/2017,Email,IT,MGRPFU
8/8/2017,Email,Education,GTXPro
8/8/2017,Email,Telecom,MGRPFS
8/8/2017,Paid,Telecom,MGRPFU
8/8/2017,Social,Telecom,MGRPFU
8/8/2017,Email,Telecom,GTXPlusBasic
8/8/2017,Paid,Finance,GTXBasic
8/8/2017,Referral,Finance,GTXPro
8/8/2017,Email,Finance,GTXPlusBasic
8/8/2017,Email,Finance,MGRPFU
8/8/2017,Email,Telecom,GTK500U
8/8/2017,Organic,SaaS,GTXPlusBasic
8/8/2017,Social,IT,GTXAdvanced
8/8/2017,Direct,Telecom,GTXPro
8/8/2017,Referral,Telecom,GTXPlusPro
8/8/2017,Email,Telecom,GTXBasic
8/8/2017,Organic,Health Care,GTXAdvanced
8/8/2017,Email,Finance,GTK500U
8/8/2017,Referral,Finance,GTXPlusBasic
8/8/2017,Email,Telecom,GTXPlusBasic
8/8/2017,Paid,Retail/Entertainment,GTXPlusPro
8/8/2017,Direct,Telecom,GTXBasic
8/8/2017,Referral,Telecom,GTXAdvanced
8/8/2017,Paid,SaaS,GTXPlusBasic
8/8/2017,Referral,Telecom,GTXBasic
8/8/2017,Direct,Health Care,GTXAdvanced
8/8/2017,Email,Education,GTXPro
8/8/2017,Referral,Telecom,MGRPFS
8/8/2017,Email,IT,GTK500U
8/8/2017,Paid,Telecom,MGRPFS
8/8/2017,Paid,Telecom,GTXBasic
8/8/2017,Paid,Retail/Entertainment,MGRPFU
8/8/2017,Paid,Telecom,GTXAdvanced
8/8/2017,Social,Telecom,GTXAdvanced
8/8/2017,Paid,Telecom,GTXPro
8/8/2017,Email,Finance,MGRPFU
8/8/2017,Email,Finance,GTXBasic
8/8/2017,Organic,SaaS,GTK500U
8/8/2017,Email,Finance,GTXBasic
8/8/2017,Paid,Telecom,GTXBasic
8/8/2017,Paid,Telecom,GTXPlusPro
8/8/2017,Paid,Telecom,GTXAdvanced
8/8/2017,Referral,Telecom,GTXPlusBasic
8/8/2017,Paid,Telecom,GTXPlusPro
8/8/2017,Email,Finance,GTXPlusBasic
8/8/2017,Direct,Retail/Entertainment,MGRPFS
8/8/2017,Paid,Telecom,GTXAdvanced
8/8/2017,Organic,SaaS,GTXAdvanced
8/8/2017,Paid,Telecom,GTXBasic
8/8/2017,Email,Finance,GTXPlusPro
8/8/2017,Paid,Finance,GTXPro
8/8/2017,Paid,Health Care,MGRPFU
8/8/2017,Social,Retail/Entertainment,GTXPlusPro
8/8/2017,Referral,Telecom,GTXPlusBasic
8/8/2017,Referral,Finance,MGRPFS
8/8/2017,Social,Telecom,GTXPlusBasic
8/8/2017,Paid,Telecom,GTXAdvanced
8/8/2017,Paid,Telecom,GTXAdvanced
8/8/2017,Paid,Telecom,GTXPlusBasic
8/8/2017,Paid,Telecom,GTXPlusPro
8/8/2017,Email,Finance,GTXPlusBasic
8/8/2017,Social,IT,GTXPlusPro
8/8/2017,Email,Telecom,GTXPlusPro
8/8/2017,Email,Finance,GTXBasic
8/8/2017,Referral,Telecom,GTK500U
8/8/2017,Referral,IT,GTXPlusPro
8/8/2017,Paid,Finance,GTK500U
8/8/2017,Referral,Finance,GTXPlusBasic
8/8/2017,Email,Finance,MGRPFU
8/8/2017,Referral,Finance,GTXAdvanced
8/8/2017,Paid,Finance,GTXBasic
8/8/2017,Paid,Finance,GTXPlusPro
8/8/2017,Paid,Telecom,GTXBasic
8/8/2017,Referral,Finance,GTXBasic
8/8/2017,Email,Finance,GTXPlusBasic
8/8/2017,Email,Retail/Entertainment,MGRPFS
8/8/2017,Paid,Finance,GTK500U
8/8/2017,Email,Finance,MGRPFU
8/8/2017,Email,Telecom,GTXPlusPro
8/8/2017,Paid,Finance,GTXPro
8/8/2017,Direct,IT,MGRPFS
8/8/2017,Paid,Telecom,GTXPlusPro
8/8/2017,Direct,IT,GTXBasic
8/8/2017,Paid,Telecom,GTXPlusBasic
8/8/2017,Paid,Telecom,GTXPro
8/8/2017,Social,Telecom,GTXAdvanced
8/8/2017,Referral,Health Care,GTK500U
8/8/2017,Email,Finance,MGRPFU
8/8/2017,Email,Telecom,GTXPlusBasic
8/8/2017,Email,Telecom,GTK500U
8/8/2017,Paid,SaaS,MGRPFS
8/8/2017,Paid,Finance,GTXPlusBasic
8/8/2017,Email,Telecom,GTXAdvanced
8/8/2017,Referral,IT,GTK500U
8/8/2017,Organic,SaaS,GTXPro
8/8/2017,Referral,Retail/Entertainment,MGRPFS
8/8/2017,Email,Finance,GTXPlusPro
8/8/2017,Referral,SaaS,GTXBasic
8/8/2017,Social,Health Care,GTXPro
8/8/2017,Paid,SaaS,GTXPlusPro
8/8/2017,Email,SaaS,GTXPro
8/8/2017,Email,Telecom,GTXPlusPro
8/8/2017,Direct,IT,GTXPlusPro
8/8/2017,Paid,Finance,GTXAdvanced
8/8/2017,Paid,Telecom,GTK500U
8/8/2017,Referral,Finance,MGRPFU
8/8/2017,Email,Finance,GTK500U
8/8/2017,Organic,IT,MGRPFU
8/8/2017,Email,Finance,MGRPFU
8/8/2017,Paid,Finance,GTK500U
8/8/2017,Organic,Telecom,GTXAdvanced
8/8/2017,Email,Finance,GTXBasic
